case,PrefixLen,Act1,Act2,Act3,Res1,Res2,Res3,gender_cat,citizen_cat,age_group,german_speaking_cat,religious_cat,label,score
5662,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,T,45-64,T,F,0,1
1399,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,65+,T,T,0,1
4499,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,30-44,T,F,1,1
8031,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,45-64,F,T,0,1
9041,3,A08,A12,A11,Online System,HR-pro,HR-dummy,F,T,30-44,T,F,1,0
6578,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,30-44,F,T,0,1
4749,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,45-64,F,F,0,1
5248,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
1942,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,T,F,1,1
1859,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,F,F,0,1
8415,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,30-44,T,T,0,1
7125,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,T,45-64,T,F,0,0
358,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,T,45-64,F,F,0,0
3435,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,T,F,30-44,T,F,0,0
3355,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,30-44,F,T,1,1
1298,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,T,1,0
5339,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,45-64,T,F,0,1
7067,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,F,F,1,1
4479,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,F,1,1
9582,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,F,F,65+,F,F,0,0
527,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,T,1,1
8782,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,T,T,1,1
7376,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,F,45-64,F,T,1,1
9967,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,30-44,F,T,0,1
7672,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,T,T,0,1
4944,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,45-64,T,T,0,1
9747,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,T,45-64,F,F,0,0
9888,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,T,65+,T,F,0,0
192,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,30-44,F,F,1,0
1704,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,F,F,0,1
8585,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,T,T,1,1
8310,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,T,45-64,T,F,0,0
9584,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
1880,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,F,0,0
313,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,30-44,F,T,0,0
3678,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,F,65+,T,F,0,0
4402,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,30-44,T,T,0,1
2000,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,30-44,F,T,0,1
4416,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,T,T,65+,F,T,0,0
1203,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,45-64,F,T,1,0
5391,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,65+,F,F,0,1
4661,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,45-64,T,F,0,1
1824,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
1279,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,F,1,1
8660,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,30-44,F,T,0,1
7668,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,0,0
5431,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,F,30-44,T,T,0,0
4763,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,F,F,0,1
6773,3,A08,A12,A01,Front Desk,HR-pro,Senior Partner,T,F,45-64,F,T,0,0
5798,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,T,1,1
4831,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,30-44,T,T,0,1
1083,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,F,F,45-64,F,F,0,0
5777,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,45-64,T,T,1,1
4568,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,65+,F,F,1,1
9357,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,45-64,T,F,0,1
2757,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
8895,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,T,F,45-64,T,T,0,0
1073,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,T,30-44,T,T,0,0
6734,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,45-64,T,T,0,0
9778,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,T,T,0,1
4716,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,T,F,0,1
3150,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,F,0,1
6072,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,T,F,45-64,F,F,0,0
1737,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,30-44,F,T,0,1
7310,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,45-64,F,T,1,1
5444,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,30-44,F,T,0,1
6792,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,T,T,0,1
9446,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,45-64,T,T,0,1
1625,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
7183,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,F,0,0
9356,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,F,65+,T,F,0,1
6243,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,30-44,T,T,1,1
3347,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,T,1,0
4035,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,F,65+,F,T,0,0
9940,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,F,0,0
1134,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,30-44,T,F,1,1
9660,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,30-44,T,T,0,1
4027,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,F,45-64,F,F,1,1
3452,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,F,0,1
5556,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
8007,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,T,45-64,F,F,0,0
3395,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,65+,T,T,0,0
7507,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,1,1
4963,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,45-64,T,F,1,0
4880,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,F,F,0,1
2616,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,F,30-44,F,T,0,1
1941,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,F,1,1
1643,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,F,45-64,T,F,0,0
249,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,F,0,0
357,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,30-44,T,T,0,0
543,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,30-44,F,T,0,1
9349,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,45-64,F,F,1,1
3992,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,30-44,T,T,1,1
3806,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,45-64,F,F,0,1
4601,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,18-29,T,F,1,0
6837,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,F,1,1
5006,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,F,F,0,1
907,3,A08,A12,A01,Online System,HR-pro,HR-dummy,T,T,45-64,F,T,0,0
824,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,30-44,T,T,1,1
8687,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,F,T,0,1
9013,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,F,65+,F,F,0,1
417,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,65+,T,T,1,1
8473,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,F,T,45-64,T,T,0,0
4759,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,F,0,1
8373,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,30-44,T,T,0,1
9262,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,F,30-44,F,T,0,0
8608,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,30-44,T,T,1,1
7420,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,30-44,F,F,1,0
2876,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,T,0,0
3321,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,T,T,0,1
2674,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,30-44,T,F,0,1
8267,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,F,0,1
8671,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,T,F,30-44,T,T,0,0
3993,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,F,0,1
9448,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,45-64,T,F,0,1
3011,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,F,30-44,F,T,0,0
3029,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,30-44,F,F,0,1
484,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,F,F,30-44,T,F,0,0
5190,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,T,0,1
9721,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,30-44,T,T,1,1
9587,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,F,30-44,T,T,0,0
5030,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
2939,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,F,T,1,1
6249,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,T,30-44,T,T,1,0
7117,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,F,T,1,1
8508,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,T,1,0
7772,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,45-64,F,F,1,1
6438,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,F,0,1
3820,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,T,1,1
9258,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,T,0,0
8701,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,F,0,0
1799,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,65+,F,T,0,1
4709,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,30-44,F,T,1,0
6054,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,30-44,F,F,0,1
9436,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,T,F,0,1
7706,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,F,T,1,1
7216,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,1,1
3193,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,T,F,30-44,T,F,0,0
628,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,F,0,0
6912,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,F,0,1
623,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,30-44,F,F,0,1
5615,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,F,T,45-64,F,F,0,0
397,3,A08,A12,A01,Online System,HR-pro,Senior Partner,F,T,30-44,T,F,0,0
6741,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,30-44,T,T,0,1
1719,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,45-64,F,T,0,1
6753,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,45-64,F,F,0,1
1133,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,45-64,F,T,1,1
5394,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,F,45-64,T,F,0,1
2097,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,30-44,T,F,0,0
6692,3,A08,A12,A01,Front Desk,HR-pro,HR-dummy,T,F,65+,F,T,0,0
7419,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,30-44,F,F,1,1
3763,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,30-44,T,T,0,1
3629,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,F,1,1
5561,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,F,65+,F,F,0,1
2079,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,F,0,1
3443,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,45-64,F,T,0,1
9566,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,F,F,0,1
1340,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,T,65+,T,T,0,1
190,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,T,45-64,F,T,0,0
5717,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,T,30-44,F,T,0,0
8951,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,30-44,F,F,0,1
6372,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,F,0,0
1373,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,0,0
7090,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,65+,F,T,0,1
6761,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,T,0,0
6565,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,30-44,F,T,0,1
2597,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,F,45-64,F,F,0,0
9429,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,45-64,T,T,1,1
9532,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,T,T,1,1
525,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,T,0,0
7636,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,30-44,F,T,1,1
3619,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,45-64,F,T,0,1
5636,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,T,1,1
5638,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
5550,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,F,T,65+,T,F,0,0
7845,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,30-44,F,T,0,1
6385,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,45-64,T,F,1,1
8250,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,30-44,T,T,0,1
2581,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,T,0,1
6181,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,T,T,45-64,F,F,0,0
1707,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,65+,T,F,0,1
9119,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,45-64,T,T,0,1
6056,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,45-64,F,T,1,1
2549,3,A08,A12,A11,Online System,HR-pro,HR-dummy,F,F,45-64,F,F,0,0
2737,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,T,T,1,1
8074,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,F,T,0,1
6261,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,0,0
4253,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,45-64,T,F,0,1
6807,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,0,1
1004,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,F,1,0
1442,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,T,T,1,1
4055,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,45-64,T,F,1,1
8216,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,T,0,1
6478,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,65+,F,F,0,1
1042,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,F,45-64,F,T,0,0
8440,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,65+,T,F,1,1
9890,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,65+,F,F,0,1
1228,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,F,F,0,1
9535,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,30-44,T,F,1,1
9098,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,F,0,0
7157,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,F,F,0,1
418,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,T,65+,F,F,0,0
4099,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,30-44,T,T,0,1
4701,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,T,45-64,T,T,0,0
9218,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
1010,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,T,45-64,T,T,0,0
9323,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,30-44,T,T,0,1
6554,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,65+,T,T,1,1
2164,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,F,65+,T,F,0,0
8676,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,F,T,65+,T,T,0,0
7338,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,65+,T,T,0,1
2351,3,A08,A12,A01,Online System,HR-pro,Senior Partner,T,T,45-64,T,T,0,0
871,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,45-64,T,F,0,1
1247,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,F,0,1
3059,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,F,45-64,T,T,1,0
1334,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
9557,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,T,T,0,1
4671,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,65+,T,F,0,1
8744,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,65+,F,T,0,1
1238,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,T,T,0,1
5075,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,T,0,1
7006,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,T,1,1
2867,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,30-44,F,T,1,1
1867,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,T,1,1
379,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,18-29,F,F,0,1
2602,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,F,45-64,F,T,1,0
5387,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,45-64,T,T,1,1
8515,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,45-64,F,T,0,1
318,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,45-64,T,T,0,0
2914,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,30-44,F,T,0,1
1143,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,65+,F,T,0,0
9567,3,A08,A12,A01,Front Desk,HR-pro,Senior Partner,T,T,45-64,T,T,0,0
5933,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,45-64,T,F,0,1
6205,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,F,45-64,F,F,0,1
3649,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,F,45-64,F,F,0,0
1598,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,30-44,T,T,1,1
1596,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,F,0,0
6388,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,30-44,T,F,1,1
366,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,30-44,T,T,0,1
5273,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,T,45-64,T,T,0,0
8740,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,T,0,1
90,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,T,0,1
5343,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,T,0,0
160,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,30-44,F,F,1,1
758,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,45-64,F,T,1,1
8247,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,F,F,1,1
8292,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,F,0,0
4614,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,T,0,0
7865,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,F,F,0,1
3076,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,65+,F,T,1,0
314,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,45-64,T,T,0,1
4803,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,30-44,T,F,0,1
7747,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,30-44,F,F,0,1
6583,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,T,T,1,1
3377,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,30-44,T,T,1,1
9375,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,F,T,0,1
9335,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,F,30-44,F,T,0,0
5663,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,F,T,1,1
7969,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
201,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
8513,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,F,30-44,T,F,1,1
9269,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,F,T,0,1
5972,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,T,F,0,1
3279,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,45-64,F,T,1,1
7079,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,F,0,0
3755,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,30-44,F,T,0,1
4934,3,A08,A12,A01,Online System,HR-pro,HR-dummy,F,T,30-44,T,T,0,0
1275,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,65+,T,T,1,1
6437,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,T,T,1,1
6704,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,F,65+,F,T,0,1
9845,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,0,1
1543,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,30-44,F,T,0,1
6022,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,T,0,0
3489,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,F,1,1
5116,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,30-44,T,F,0,1
2679,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,T,45-64,F,F,0,0
2375,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,F,30-44,T,T,0,1
3306,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,45-64,T,F,0,0
4906,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,45-64,T,T,0,0
1265,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,45-64,T,F,1,1
6895,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,T,F,0,1
4819,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,F,T,1,1
1324,3,A08,A12,A01,Front Desk,HR-pro,Senior Partner,F,F,45-64,T,T,0,0
8949,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,65+,F,F,0,1
9715,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,45-64,F,F,1,1
1232,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,1,0
2596,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,30-44,F,T,0,1
11,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,F,T,45-64,T,T,0,0
