case,PrefixLen,Act1,Act2,Act3,Act4,Act5,gender_cat,citizen_cat,age_group,german_speaking_cat,religious_cat,label,score
6849,5,A08,A12,A03,A11,A06,T,F,45-64,T,T,0,0
9707,5,A08,A12,A03,A11,A05,F,T,65+,T,F,1,1
40,5,A08,A12,A03,A11,A05,F,F,65+,F,T,1,1
351,5,A08,A12,A11,A03,A01,T,F,30-44,F,F,0,0
8523,5,A08,A12,A11,A03,A01,T,F,30-44,T,F,0,0
3299,5,A08,A12,A11,A03,A01,F,F,45-64,F,T,0,0
6731,5,A08,A12,A03,A11,A05,T,T,18-29,T,T,0,1
8326,5,A08,A12,A11,A03,A01,T,F,45-64,F,T,0,0
4784,5,A08,A12,A03,A11,A05,F,T,30-44,F,T,1,1
5552,5,A08,A12,A03,A11,A01,T,T,45-64,T,F,0,0
3346,5,A08,A12,A11,A03,A01,F,F,45-64,F,T,0,0
9026,5,A08,A12,A03,A11,A05,F,T,65+,T,T,1,1
7705,5,A08,A12,A11,A03,A05,T,T,30-44,T,F,1,1
9306,5,A08,A12,A03,A11,A01,F,F,45-64,T,T,0,0
7098,5,A08,A12,A11,A03,A05,F,F,30-44,T,T,1,1
6073,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,0,1
6243,5,A08,A12,A03,A11,A05,T,F,30-44,T,T,1,1
5510,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
5392,5,A08,A12,A11,A03,A06,T,T,30-44,F,F,1,1
6141,5,A08,A12,A03,A11,A05,F,F,45-64,T,T,1,1
7082,5,A08,A12,A03,A11,A01,F,T,45-64,T,F,0,0
5523,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,0,1
3906,5,A08,A12,A03,A11,A01,T,F,65+,F,F,0,0
7055,5,A08,A12,A03,A11,A01,F,T,30-44,F,T,0,0
2265,5,A08,A12,A11,A03,A06,T,T,45-64,T,F,0,1
9983,5,A08,A12,A03,A11,A06,T,F,30-44,T,T,0,0
5586,5,A08,A12,A11,A03,A01,F,F,45-64,T,T,0,0
5931,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,1,1
9638,5,A08,A12,A03,A11,A05,T,F,45-64,T,F,0,1
6585,5,A08,A12,A11,A03,A01,T,T,30-44,T,F,0,0
1109,5,A08,A12,A03,A11,A05,F,T,30-44,F,F,1,1
5585,5,A08,A12,A11,A03,A06,T,F,45-64,T,T,0,1
3002,5,A08,A12,A03,A11,A01,T,T,45-64,F,T,0,0
5396,5,A08,A12,A03,A11,A05,T,F,45-64,T,F,0,1
9598,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,0,1
5796,5,A08,A12,A03,A11,A05,T,T,30-44,F,F,0,1
6696,5,A08,A12,A03,A11,A05,T,T,45-64,F,F,1,1
8465,5,A08,A12,A03,A11,A01,T,T,65+,F,T,0,0
7474,5,A08,A12,A11,A03,A01,F,F,45-64,T,F,0,0
3995,5,A08,A12,A03,A11,A05,T,F,45-64,T,F,1,1
3627,5,A08,A12,A03,A11,A05,F,T,45-64,F,T,0,1
18,5,A08,A12,A11,A03,A06,F,T,65+,F,F,0,1
7689,5,A08,A12,A03,A11,A01,F,F,65+,T,F,0,0
3604,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
1264,5,A08,A12,A03,A11,A01,F,F,45-64,F,T,0,0
6007,5,A08,A12,A11,A03,A05,T,F,65+,T,T,1,1
2272,5,A08,A12,A03,A11,A06,F,F,65+,F,F,1,0
7440,5,A08,A12,A11,A03,A05,F,F,65+,T,F,0,1
7589,5,A08,A12,A03,A11,A06,F,F,45-64,T,T,0,0
7018,5,A08,A12,A03,A11,A06,F,F,45-64,F,F,0,0
4281,5,A08,A12,A03,A11,A05,F,T,30-44,T,F,1,1
9963,5,A08,A12,A03,A11,A01,F,T,45-64,F,T,0,0
6413,5,A08,A12,A11,A03,A06,F,F,45-64,F,F,0,1
4951,5,A08,A12,A11,A03,A01,F,T,45-64,F,F,0,0
3914,5,A08,A12,A11,A03,A06,T,T,45-64,T,F,0,1
5461,5,A08,A12,A03,A11,A05,T,T,30-44,T,F,0,1
4599,5,A08,A12,A03,A11,A06,T,F,45-64,T,F,1,0
9435,5,A08,A12,A11,A03,A05,T,T,45-64,F,F,1,1
3859,5,A08,A12,A03,A11,A06,F,T,45-64,T,F,1,0
445,5,A08,A12,A03,A11,A06,T,F,45-64,F,T,1,0
4076,5,A08,A12,A11,A03,A05,F,T,45-64,F,F,1,1
7144,5,A08,A12,A11,A03,A05,F,F,18-29,F,T,1,1
1487,5,A08,A12,A03,A11,A05,T,T,30-44,F,T,0,1
5608,5,A08,A12,A03,A11,A01,F,F,45-64,T,T,0,0
5361,5,A08,A12,A03,A11,A01,T,F,45-64,F,T,0,0
3647,5,A08,A12,A03,A11,A01,T,T,30-44,F,T,0,0
1716,5,A08,A12,A11,A03,A05,T,T,45-64,T,F,1,1
9966,5,A08,A12,A11,A03,A06,T,F,45-64,F,F,0,1
9356,5,A08,A12,A03,A11,A01,T,F,65+,T,F,0,0
618,5,A08,A12,A11,A03,A06,T,F,45-64,F,F,0,1
2920,5,A08,A12,A11,A03,A01,T,F,45-64,F,T,0,0
24,5,A08,A12,A11,A03,A01,T,T,45-64,F,T,0,0
3584,5,A08,A12,A11,A03,A01,T,F,30-44,F,F,0,0
7584,5,A08,A12,A11,A03,A01,F,F,45-64,F,F,0,0
6262,5,A08,A12,A11,A03,A05,T,F,30-44,F,F,1,1
7601,5,A08,A12,A11,A03,A05,T,F,30-44,T,T,0,1
2801,5,A08,A12,A11,A03,A05,T,T,30-44,T,T,1,1
4716,5,A08,A12,A03,A11,A05,F,F,45-64,T,F,0,1
3138,5,A08,A12,A11,A03,A05,F,F,65+,T,T,1,1
4631,5,A08,A12,A11,A03,A05,F,F,45-64,T,F,0,1
7524,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,1,1
3793,5,A08,A12,A11,A03,A05,T,T,30-44,F,T,1,1
8453,5,A08,A12,A03,A11,A01,T,F,65+,F,F,0,0
2358,5,A08,A12,A03,A11,A05,T,T,65+,T,T,0,1
7292,5,A08,A12,A03,A11,A05,F,T,65+,T,T,1,1
9803,5,A08,A12,A03,A11,A01,F,F,30-44,T,T,0,0
9236,5,A08,A12,A03,A11,A05,F,T,45-64,T,F,1,1
3843,5,A08,A12,A03,A11,A05,T,T,30-44,T,T,0,1
1235,5,A08,A12,A03,A11,A06,T,F,65+,T,T,0,0
9660,5,A08,A12,A11,A03,A01,F,T,30-44,T,T,0,0
1398,5,A08,A12,A03,A11,A05,T,F,45-64,F,T,1,1
946,5,A08,A12,A11,A03,A06,F,F,30-44,F,T,0,1
2472,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,1,1
6136,5,A08,A12,A11,A03,A06,T,F,45-64,F,F,0,1
1746,5,A08,A12,A11,A03,A05,F,F,45-64,T,T,1,1
3562,5,A08,A12,A03,A11,A01,F,F,45-64,F,F,0,0
8948,5,A08,A12,A11,A03,A06,T,F,45-64,T,T,0,1
9578,5,A08,A12,A03,A11,A06,T,F,45-64,F,F,0,0
8392,5,A08,A12,A03,A11,A06,F,F,45-64,F,T,0,0
5423,5,A08,A12,A11,A03,A05,T,T,30-44,T,F,1,1
2060,5,A08,A12,A11,A03,A01,T,F,45-64,F,F,0,0
6765,5,A08,A12,A11,A03,A05,F,T,45-64,T,F,1,1
9398,5,A08,A12,A11,A03,A01,F,F,30-44,F,T,0,0
5566,5,A08,A12,A03,A11,A06,F,F,45-64,F,F,0,0
1072,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,1,1
4903,5,A08,A12,A03,A11,A06,T,F,45-64,T,T,1,0
1952,5,A08,A12,A03,A11,A01,F,F,45-64,T,T,0,0
9194,5,A08,A12,A03,A11,A05,F,F,45-64,T,T,1,1
5960,5,A08,A12,A11,A03,A05,F,F,30-44,F,T,1,1
1611,5,A08,A12,A11,A03,A05,T,F,30-44,T,T,1,1
3901,5,A08,A12,A11,A03,A05,F,T,30-44,T,T,1,1
6388,5,A08,A12,A03,A11,A05,F,F,30-44,T,F,1,1
2949,5,A08,A12,A03,A11,A01,F,F,30-44,F,T,0,0
9381,5,A08,A12,A11,A03,A05,F,F,45-64,F,T,1,1
9844,5,A08,A12,A03,A11,A01,F,F,45-64,T,F,0,0
777,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,1,1
9475,5,A08,A12,A11,A03,A06,T,T,30-44,F,T,0,1
2733,5,A08,A12,A11,A03,A06,F,F,30-44,F,T,1,1
869,5,A08,A12,A03,A11,A01,F,T,45-64,F,F,0,0
7684,5,A08,A12,A03,A11,A06,T,T,45-64,F,T,0,0
1513,5,A08,A12,A03,A11,A06,T,F,30-44,T,F,1,0
4334,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,0,0
5634,5,A08,A12,A11,A03,A05,T,F,45-64,T,F,1,1
6565,5,A08,A12,A03,A11,A01,F,T,30-44,F,T,0,0
2455,5,A08,A12,A11,A03,A05,T,T,45-64,F,F,1,1
3522,5,A08,A12,A11,A03,A06,T,T,45-64,F,T,1,1
4530,5,A08,A12,A03,A11,A01,T,T,45-64,T,F,0,0
2936,5,A08,A12,A03,A11,A05,T,T,30-44,F,T,1,1
9372,5,A08,A12,A11,A03,A05,T,T,45-64,F,F,1,1
7415,5,A08,A12,A03,A11,A05,T,F,18-29,T,F,1,1
1243,5,A08,A12,A03,A11,A06,T,F,45-64,F,F,0,0
5158,5,A08,A12,A11,A03,A06,T,F,45-64,F,T,1,1
1479,5,A08,A12,A11,A03,A05,T,T,45-64,T,F,1,1
2786,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,1,1
6339,5,A08,A12,A11,A03,A01,T,T,18-29,F,T,0,0
5854,5,A08,A12,A03,A11,A05,T,T,30-44,T,T,0,1
7279,5,A08,A12,A11,A03,A06,F,T,45-64,F,T,0,1
8399,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,0,1
1455,5,A08,A12,A03,A11,A06,T,T,30-44,T,T,1,0
7315,5,A08,A12,A11,A03,A06,F,T,30-44,F,F,1,1
6544,5,A08,A12,A03,A11,A06,F,F,45-64,T,T,0,0
4734,5,A08,A12,A11,A03,A05,T,T,45-64,T,F,1,1
6860,5,A08,A12,A11,A03,A06,T,F,45-64,T,T,1,1
2735,5,A08,A12,A11,A03,A01,F,F,45-64,T,T,0,0
2536,5,A08,A12,A11,A03,A05,T,T,30-44,F,T,1,1
8613,5,A08,A12,A11,A03,A05,F,F,30-44,F,F,1,1
9509,5,A08,A12,A11,A03,A01,T,F,45-64,F,T,0,0
2091,5,A08,A12,A11,A03,A06,F,T,45-64,F,F,0,1
9468,5,A08,A12,A11,A03,A05,T,F,18-29,F,T,0,1
343,5,A08,A12,A11,A03,A05,T,T,45-64,F,F,0,1
1153,5,A08,A12,A03,A11,A05,T,T,30-44,T,T,0,1
1668,5,A08,A12,A11,A03,A05,T,T,45-64,F,T,1,1
3216,5,A08,A12,A03,A11,A05,F,T,30-44,F,T,1,1
6301,5,A08,A12,A03,A11,A01,T,F,30-44,T,F,0,0
4410,5,A08,A12,A03,A11,A05,T,T,45-64,F,T,1,1
6253,5,A08,A12,A03,A11,A05,F,F,30-44,T,T,0,1
3310,5,A08,A12,A11,A03,A05,T,T,45-64,T,F,0,1
9865,5,A08,A12,A11,A03,A01,T,F,45-64,T,F,0,0
9488,5,A08,A12,A03,A11,A05,T,F,30-44,T,T,0,1
408,5,A08,A12,A11,A03,A05,T,T,45-64,F,F,1,1
6715,5,A08,A12,A03,A11,A05,T,T,45-64,F,T,1,1
3125,5,A08,A12,A11,A03,A06,T,T,45-64,F,F,1,1
4472,5,A08,A12,A03,A11,A01,F,F,45-64,F,T,0,0
6925,5,A08,A12,A03,A11,A01,F,T,45-64,T,T,0,0
114,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
6790,5,A08,A12,A03,A11,A01,T,T,45-64,T,F,0,0
8964,5,A08,A12,A11,A03,A01,F,F,45-64,T,T,0,0
9162,5,A08,A12,A11,A03,A05,F,F,45-64,F,F,1,1
3694,5,A08,A12,A03,A11,A06,F,F,45-64,T,F,1,0
6976,5,A08,A12,A03,A11,A01,T,T,45-64,T,F,0,0
9964,5,A08,A12,A03,A11,A01,T,T,30-44,F,T,0,0
4323,5,A08,A12,A11,A03,A06,F,F,45-64,T,F,0,1
7360,5,A08,A12,A11,A03,A06,T,F,45-64,F,T,1,1
8843,5,A08,A12,A03,A11,A01,T,F,45-64,T,T,0,0
1037,5,A08,A12,A03,A11,A01,F,T,30-44,T,T,0,0
5342,5,A08,A12,A11,A03,A01,T,F,45-64,T,F,0,0
5223,5,A08,A12,A11,A03,A01,F,F,30-44,T,F,0,0
2784,5,A08,A12,A11,A03,A05,T,T,45-64,T,F,1,1
654,5,A08,A12,A03,A11,A01,T,T,30-44,T,T,0,0
6156,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,0,1
4508,5,A08,A12,A03,A11,A05,T,T,45-64,F,F,1,1
3844,5,A08,A12,A11,A03,A05,F,F,65+,T,T,1,1
6027,5,A08,A12,A03,A11,A01,F,F,45-64,F,F,0,0
4601,5,A08,A12,A11,A03,A05,F,T,18-29,T,F,1,1
7897,5,A08,A12,A11,A03,A05,T,F,65+,T,T,1,1
4398,5,A08,A12,A03,A11,A01,T,F,45-64,F,F,0,0
6454,5,A08,A12,A11,A03,A05,F,F,65+,T,F,1,1
1590,5,A08,A12,A03,A11,A06,T,T,45-64,T,F,1,0
5648,5,A08,A12,A03,A11,A01,F,T,30-44,T,T,0,0
2293,5,A08,A12,A03,A11,A01,F,F,45-64,T,T,0,0
8555,5,A08,A12,A03,A11,A01,F,F,45-64,T,T,0,0
172,5,A08,A12,A11,A03,A01,T,F,45-64,F,F,0,0
2237,5,A08,A12,A11,A03,A06,F,T,30-44,T,T,0,1
4681,5,A08,A12,A03,A11,A01,F,F,45-64,F,T,0,0
8770,5,A08,A12,A03,A11,A05,T,F,30-44,T,T,0,1
8055,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
1771,5,A08,A12,A03,A11,A06,T,T,45-64,T,F,0,0
8269,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,0,1
423,5,A08,A12,A03,A11,A05,T,F,30-44,T,T,1,1
3736,5,A08,A12,A03,A11,A06,T,T,45-64,T,F,0,0
2179,5,A08,A12,A11,A03,A06,T,F,45-64,F,F,0,1
4832,5,A08,A12,A03,A11,A06,F,F,45-64,F,T,0,0
5379,5,A08,A12,A03,A11,A06,F,F,45-64,F,T,0,0
3527,5,A08,A12,A03,A11,A06,T,T,45-64,T,F,0,0
167,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,0,1
5803,5,A08,A12,A03,A11,A01,F,F,45-64,T,T,0,0
1275,5,A08,A12,A11,A03,A05,F,T,65+,T,T,1,1
3265,5,A08,A12,A11,A03,A06,F,T,45-64,F,F,0,1
7130,5,A08,A12,A03,A11,A06,T,T,30-44,T,T,1,0
9739,5,A08,A12,A03,A11,A01,T,T,65+,F,F,0,0
1486,5,A08,A12,A11,A03,A05,F,F,30-44,T,F,1,1
6317,5,A08,A12,A11,A03,A01,F,F,45-64,T,T,0,0
5405,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,1,1
7155,5,A08,A12,A03,A11,A06,F,T,30-44,T,T,0,0
9813,5,A08,A12,A11,A03,A01,F,T,45-64,T,T,0,0
9291,5,A08,A12,A03,A11,A01,F,T,65+,F,F,0,0
3452,5,A08,A12,A03,A11,A01,F,F,45-64,T,F,0,0
3061,5,A08,A12,A11,A03,A01,F,F,30-44,T,T,0,0
9675,5,A08,A12,A03,A11,A05,F,T,45-64,F,T,1,1
8981,5,A08,A12,A03,A11,A05,T,T,45-64,F,F,1,1
4562,5,A08,A12,A03,A11,A05,F,T,18-29,F,T,1,1
1449,5,A08,A12,A03,A11,A05,T,F,45-64,F,T,1,1
8200,5,A08,A12,A03,A11,A01,T,T,45-64,T,T,0,0
4436,5,A08,A12,A11,A03,A06,T,T,45-64,F,T,1,1
3213,5,A08,A12,A11,A03,A06,T,T,30-44,T,T,1,1
6006,5,A08,A12,A03,A11,A05,F,F,45-64,F,T,1,1
1587,5,A08,A12,A03,A11,A01,T,T,45-64,F,T,0,0
8355,5,A08,A12,A11,A03,A05,F,F,30-44,T,F,1,1
251,5,A08,A12,A03,A11,A06,T,T,30-44,F,T,0,0
5475,5,A08,A12,A11,A03,A01,T,T,30-44,F,T,0,0
7751,5,A08,A12,A11,A03,A05,T,F,45-64,F,T,1,1
1594,5,A08,A12,A03,A11,A05,F,T,30-44,F,F,0,1
9313,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,0,1
5091,5,A08,A12,A11,A03,A01,T,F,45-64,T,T,0,0
3971,5,A08,A12,A11,A03,A01,F,T,45-64,F,F,0,0
3996,5,A08,A12,A11,A03,A01,F,T,45-64,T,T,0,0
2108,5,A08,A12,A03,A11,A05,F,F,45-64,T,F,1,1
7259,5,A08,A12,A11,A03,A01,F,F,45-64,T,F,0,0
4497,5,A08,A12,A11,A03,A01,T,T,45-64,F,F,0,0
5579,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
7276,5,A08,A12,A11,A03,A06,F,T,45-64,T,F,0,1
9902,5,A08,A12,A03,A11,A05,T,F,45-64,F,F,1,1
570,5,A08,A12,A11,A03,A05,T,T,45-64,T,F,1,1
4807,5,A08,A12,A03,A11,A01,T,F,30-44,F,T,0,0
9882,5,A08,A12,A11,A03,A01,T,T,65+,F,T,0,0
6666,5,A08,A12,A03,A11,A01,T,T,30-44,F,F,0,0
5095,5,A08,A12,A03,A11,A06,F,T,30-44,T,T,0,0
5776,5,A08,A12,A03,A11,A06,F,T,30-44,F,T,1,0
3917,5,A08,A12,A11,A03,A06,F,T,65+,F,F,0,1
820,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
2815,5,A08,A12,A03,A11,A05,T,T,45-64,F,T,1,1
6463,5,A08,A12,A11,A03,A06,F,F,65+,T,T,1,1
3151,5,A08,A12,A11,A03,A06,T,T,30-44,T,F,1,1
9857,5,A08,A12,A11,A03,A01,F,F,65+,F,T,0,0
538,5,A08,A12,A03,A11,A05,F,T,30-44,T,T,1,1
3749,5,A08,A12,A03,A11,A06,F,F,45-64,T,T,1,0
4688,5,A08,A12,A11,A03,A05,T,T,30-44,T,F,0,1
5226,5,A08,A12,A03,A11,A05,F,F,45-64,T,F,0,1
8116,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
5952,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,0,1
5568,5,A08,A12,A03,A11,A05,T,F,45-64,F,T,0,1
8022,5,A08,A12,A03,A11,A01,T,T,45-64,F,T,0,0
3596,5,A08,A12,A03,A11,A05,T,T,65+,T,F,0,1
267,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,1,1
1021,5,A08,A12,A11,A03,A06,T,T,45-64,T,F,1,1
7520,5,A08,A12,A11,A03,A06,F,T,45-64,T,T,1,1
9764,5,A08,A12,A03,A11,A01,T,T,30-44,T,T,0,0
120,5,A08,A12,A03,A11,A01,F,T,30-44,F,F,0,0
5306,5,A08,A12,A03,A11,A05,F,T,45-64,T,T,0,1
1627,5,A08,A12,A11,A03,A06,T,T,30-44,F,T,1,1
3716,5,A08,A12,A11,A03,A05,F,F,45-64,T,T,1,1
8306,5,A08,A12,A03,A11,A01,F,F,65+,F,F,0,0
726,5,A08,A12,A03,A11,A05,F,F,45-64,F,T,0,1
6120,5,A08,A12,A03,A11,A06,F,F,65+,T,T,0,0
285,5,A08,A12,A03,A11,A01,F,T,45-64,F,F,0,0
3701,5,A08,A12,A11,A03,A06,T,F,45-64,F,F,0,1
3703,5,A08,A12,A03,A11,A01,F,F,45-64,T,T,0,0
4989,5,A08,A12,A03,A11,A06,F,F,45-64,F,F,1,0
4629,5,A08,A12,A03,A11,A01,F,T,30-44,T,F,0,0
6573,5,A08,A12,A03,A11,A05,F,T,45-64,F,F,1,1
1988,5,A08,A12,A03,A11,A05,T,F,30-44,T,F,1,1
2284,5,A08,A12,A03,A11,A01,T,T,45-64,T,F,0,0
36,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,0,0
1951,5,A08,A12,A03,A11,A01,F,T,30-44,T,T,0,0
3425,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
3478,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,0,1
7880,5,A08,A12,A11,A03,A05,T,T,30-44,F,T,1,1
7053,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,1,1
4947,5,A08,A12,A03,A11,A06,F,T,65+,F,T,0,0
630,5,A08,A12,A03,A11,A05,T,T,45-64,F,T,1,1
2406,5,A08,A12,A11,A03,A06,F,T,30-44,T,T,1,1
7333,5,A08,A12,A11,A03,A05,F,T,65+,T,T,1,1
2232,5,A08,A12,A11,A03,A05,F,T,45-64,T,F,1,1
9885,5,A08,A12,A03,A11,A01,T,T,65+,T,T,0,0
5711,5,A08,A12,A11,A03,A06,T,T,65+,T,F,1,1
5324,5,A08,A12,A11,A03,A01,T,F,30-44,F,T,0,0
2674,5,A08,A12,A11,A03,A01,T,F,30-44,T,F,0,0
3762,5,A08,A12,A11,A03,A06,T,F,30-44,T,F,0,1
7174,5,A08,A12,A03,A11,A01,T,F,45-64,F,T,0,0
3744,5,A08,A12,A11,A03,A05,F,T,65+,T,T,1,1
1986,5,A08,A12,A11,A03,A05,F,F,45-64,F,F,1,1
4941,5,A08,A12,A11,A03,A01,F,F,45-64,F,T,0,0
3072,5,A08,A12,A03,A11,A01,F,T,45-64,F,T,0,0
5261,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,0,1
5047,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,1,1
7531,5,A08,A12,A11,A03,A01,F,F,45-64,T,T,0,0
2433,5,A08,A12,A11,A03,A06,F,F,45-64,F,F,0,1
467,5,A08,A12,A11,A03,A01,T,F,45-64,T,F,0,0
9483,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
6081,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,0,0
4860,5,A08,A12,A11,A03,A01,T,F,45-64,F,F,0,0
1882,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,1,1
6039,5,A08,A12,A11,A03,A06,F,F,30-44,T,F,0,1
8142,5,A08,A12,A03,A11,A06,T,F,65+,T,T,1,0
2401,5,A08,A12,A03,A11,A06,F,F,45-64,F,F,0,0
2363,5,A08,A12,A11,A03,A01,T,T,18-29,T,F,0,0
9104,5,A08,A12,A03,A11,A01,F,F,45-64,T,T,0,0
5312,5,A08,A12,A11,A03,A01,T,F,30-44,F,F,0,0
6347,5,A08,A12,A03,A11,A05,F,F,45-64,F,T,1,1
4023,5,A08,A12,A11,A03,A06,T,T,30-44,T,T,0,1
6266,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,1,1
8859,5,A08,A12,A03,A11,A05,F,T,45-64,T,F,1,1
7909,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,0,1
5129,5,A08,A12,A03,A11,A01,T,T,30-44,T,F,0,0
3683,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,1,1
5132,5,A08,A12,A11,A03,A05,T,T,30-44,T,F,1,1
7602,5,A08,A12,A03,A11,A01,T,T,45-64,T,T,0,0
7650,5,A08,A12,A11,A03,A01,T,F,65+,F,T,0,0
8987,5,A08,A12,A11,A03,A06,F,T,45-64,T,T,0,1
8721,5,A08,A12,A03,A11,A05,T,T,45-64,F,T,1,1
2033,5,A08,A12,A11,A03,A05,F,T,30-44,F,T,1,1
6292,5,A08,A12,A11,A03,A06,T,T,45-64,F,T,0,1
6807,5,A08,A12,A03,A11,A05,F,T,45-64,F,T,0,1
3994,5,A08,A12,A03,A11,A01,F,F,45-64,T,T,0,0
3366,5,A08,A12,A11,A03,A01,F,F,30-44,T,F,0,0
7566,5,A08,A12,A11,A03,A06,F,F,30-44,T,F,1,1
900,5,A08,A12,A03,A11,A06,T,T,45-64,F,F,0,0
9715,5,A08,A12,A03,A11,A06,T,T,45-64,F,F,1,0
5176,5,A08,A12,A03,A11,A06,F,F,45-64,F,T,0,0
7094,5,A08,A12,A11,A03,A05,T,F,45-64,T,F,1,1
508,5,A08,A12,A11,A03,A05,T,F,30-44,F,T,1,1
471,5,A08,A12,A11,A03,A01,F,F,45-64,F,T,0,0
9409,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,1,0
3665,5,A08,A12,A11,A03,A05,T,T,30-44,T,T,1,1
6107,5,A08,A12,A03,A11,A01,T,F,30-44,T,F,0,0
8992,5,A08,A12,A11,A03,A06,T,F,45-64,F,F,0,1
163,5,A08,A12,A11,A03,A05,T,T,65+,T,T,1,1
9888,5,A08,A12,A11,A03,A06,F,T,65+,T,F,0,1
1297,5,A08,A12,A03,A11,A01,F,F,65+,F,F,0,0
7662,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,1,1
9188,5,A08,A12,A11,A03,A01,T,F,45-64,T,F,0,0
8832,5,A08,A12,A11,A03,A06,F,T,45-64,F,F,1,1
4421,5,A08,A12,A03,A11,A01,F,T,45-64,F,T,0,0
8786,5,A08,A12,A03,A11,A01,T,F,65+,T,T,0,0
4228,5,A08,A12,A11,A03,A01,F,F,45-64,T,T,0,0
3157,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
2727,5,A08,A12,A11,A03,A05,F,F,45-64,T,F,1,1
7370,5,A08,A12,A11,A03,A05,F,T,45-64,F,T,1,1
7680,5,A08,A12,A03,A11,A01,T,T,45-64,T,T,0,0
7830,5,A08,A12,A03,A11,A01,T,F,18-29,F,T,0,0
1203,5,A08,A12,A11,A03,A06,T,F,45-64,F,T,1,1
6302,5,A08,A12,A03,A11,A01,T,F,45-64,F,F,0,0
1874,5,A08,A12,A03,A11,A06,F,F,45-64,T,T,1,0
5131,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,1,1
2055,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,1,1
2187,5,A08,A12,A03,A11,A01,T,T,30-44,T,F,0,0
7720,5,A08,A12,A03,A11,A01,F,T,45-64,T,T,0,0
1750,5,A08,A12,A11,A03,A06,T,T,45-64,T,T,1,1
5619,5,A08,A12,A11,A03,A06,F,T,45-64,T,F,0,1
450,5,A08,A12,A11,A03,A06,T,T,45-64,T,F,0,1
4997,5,A08,A12,A03,A11,A05,T,T,45-64,F,F,1,1
5564,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
7862,5,A08,A12,A03,A11,A01,T,T,45-64,F,T,0,0
7532,5,A08,A12,A03,A11,A01,T,T,45-64,F,T,0,0
2677,5,A08,A12,A03,A11,A06,F,T,65+,T,F,0,0
2512,5,A08,A12,A11,A03,A05,F,F,45-64,T,T,1,1
3029,5,A08,A12,A11,A03,A06,T,T,30-44,F,F,0,1
7555,5,A08,A12,A03,A11,A05,T,F,30-44,T,T,1,1
9057,5,A08,A12,A11,A03,A01,F,T,45-64,F,F,0,0
9180,5,A08,A12,A11,A03,A01,F,T,65+,T,F,0,0
6518,5,A08,A12,A03,A11,A01,T,F,45-64,T,T,0,0
9563,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,1,1
4880,5,A08,A12,A11,A03,A01,F,T,45-64,F,F,0,0
7724,5,A08,A12,A03,A11,A01,T,F,45-64,F,T,0,0
5975,5,A08,A12,A11,A03,A06,F,F,45-64,F,T,0,1
5831,5,A08,A12,A11,A03,A06,F,T,45-64,T,F,0,1
3593,5,A08,A12,A03,A11,A01,T,T,30-44,T,F,0,0
4838,5,A08,A12,A11,A03,A01,F,T,45-64,T,F,0,0
4621,5,A08,A12,A03,A11,A05,T,F,45-64,F,F,0,1
