label_value,score,Act1,Act2,Act3,Act4,Act5,Act6,Act7,Act8,Act9,Act10,Res1,Res2,Res3,Res4,Res5,Res6,Res7,Res8,Res9,Res10,gender_cat,citizen_cat,age_group,german_speaking_cat,religious_cat
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,Online System,HR-dummy,HR-pro,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,T,T,30-44,F,F
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A04,A04,Front Desk,HR-dummy,HR-pro,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,F,F,45-64,F,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,Online System,HR-dummy,HR-pro,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,F,45-64,F,F
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A01,A10,Front Desk,HR-dummy,HR-dummy,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,F,T,45-64,F,T
1,1,A08,A12,A03,A11,A06,A05,A07,A09,A04,A04,Front Desk,HR-dummy,HR-pro,HR-dummy,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,T,F,65+,F,F
0,0,A08,A12,A11,A03,A06,A05,A09,A07,A01,A01,Online System,HR-dummy,HR-dummy,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,Senior Partner,F,F,65+,T,F
0,0,A08,A12,A11,A03,A06,A05,A02,A07,A01,A01,Front Desk,HR-dummy,Senior Partner,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-dummy,F,T,30-44,F,F
1,1,A08,A12,A11,A03,A05,A07,A09,A02,A01,A04,Online System,HR-dummy,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,T,F,30-44,T,T
1,1,A08,A12,A03,A11,A06,A05,A02,A07,A04,A04,Front Desk,HR-dummy,HR-dummy,Senior Partner,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,T,T,30-44,T,T
0,1,A08,A12,A03,A11,A06,A05,A02,A07,A04,A01,Front Desk,HR-pro,HR-dummy,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,T,F,45-64,T,T
0,0,A08,A12,A11,A03,A05,A02,A07,A01,A04,A01,Front Desk,HR-dummy,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,Senior Partner,F,T,30-44,F,T
1,1,A08,A12,A03,A11,A05,A07,A02,A09,A01,A04,Front Desk,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,F,F,45-64,F,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A04,A10,Front Desk,HR-dummy,Senior Partner,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A06,A05,A02,A07,A01,A04,Online System,HR-pro,Senior Partner,HR-pro,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,F,F,45-64,F,T
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A01,A10,Online System,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-dummy,HR-pro,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,Online System,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A04,A10,Front Desk,HR-dummy,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,30-44,F,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,Online System,HR-pro,HR-pro,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,45-64,T,F
1,1,A08,A12,A03,A11,A06,A05,A07,A09,A04,A01,Front Desk,HR-pro,HR-dummy,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,T,F,45-64,T,F
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A04,A01,Online System,HR-dummy,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,Senior Partner,T,T,45-64,T,F
1,1,A08,A12,A03,A11,A06,A05,A07,A02,A04,A04,Online System,HR-dummy,HR-dummy,Senior Partner,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,F,F,45-64,T,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A01,A10,Front Desk,HR-pro,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,T,F,30-44,T,T
1,1,A08,A12,A03,A11,A06,A05,A02,A09,A07,A04,Online System,HR-pro,HR-pro,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,T,F,30-44,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A01,A10,Front Desk,HR-pro,Senior Partner,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,T,T,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,Front Desk,HR-dummy,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,F,30-44,T,T
1,1,A08,A12,A03,A11,A05,A07,A02,A01,A04,A10,Online System,HR-dummy,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A04,A10,Online System,HR-pro,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A02,A09,A07,A04,A01,Online System,HR-pro,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A05,A09,A02,A07,A04,A04,Online System,HR-dummy,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,F,T,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A02,A09,A01,A04,Online System,HR-pro,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,T,T,30-44,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A10,Online System,HR-dummy,HR-dummy,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,F,F,65+,F,T
1,1,A08,A12,A03,A11,A05,A02,A09,A07,A04,A04,Front Desk,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,F,T,30-44,T,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A10,Front Desk,HR-dummy,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A02,A07,A01,A04,Online System,HR-dummy,Senior Partner,HR-pro,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,F,T,30-44,F,T
0,0,A08,A12,A03,A11,A06,A05,A07,A09,A01,A01,Front Desk,HR-dummy,HR-dummy,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,Senior Partner,T,T,30-44,F,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A01,A10,Front Desk,HR-dummy,Senior Partner,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,T,T,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A09,A01,A04,A10,Front Desk,HR-pro,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,45-64,F,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,Front Desk,HR-dummy,HR-pro,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,F,F,30-44,T,T
1,1,A08,A12,A03,A11,A05,A02,A07,A09,A04,A01,Front Desk,HR-dummy,HR-pro,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-dummy,F,T,45-64,T,T
0,0,A08,A12,A11,A03,A06,A05,A02,A07,A01,A01,Online System,HR-dummy,Senior Partner,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,Senior Partner,F,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A02,A07,A09,A04,A01,Front Desk,HR-dummy,HR-pro,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,T,T,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A04,A04,Front Desk,HR-dummy,Senior Partner,HR-dummy,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,T,T,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A09,A07,A04,A04,Online System,HR-dummy,HR-dummy,HR-pro,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,T,F,45-64,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A01,A04,A10,Online System,HR-dummy,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,HR-pro,F,T,45-64,T,F
0,0,A08,A12,A11,A03,A06,A05,A07,A09,A01,A01,Front Desk,HR-dummy,HR-dummy,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-dummy,F,T,65+,F,F
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A01,A10,Front Desk,HR-pro,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A05,A09,A07,A01,A04,A10,Online System,HR-pro,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,HR-pro,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A04,A01,Front Desk,HR-dummy,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,Senior Partner,T,F,65+,T,T
0,0,A08,A12,A11,A03,A06,A05,A07,A02,A01,A01,Front Desk,HR-dummy,Senior Partner,HR-dummy,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-dummy,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A01,Front Desk,HR-pro,Senior Partner,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-dummy,F,F,45-64,T,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,Online System,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-dummy,HR-pro,F,T,45-64,T,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,Online System,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,F,T,30-44,F,T
1,1,A08,A12,A11,A03,A05,A02,A07,A01,A04,A10,Online System,HR-dummy,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,HR-pro,F,F,45-64,T,F
1,1,A08,A12,A03,A11,A05,A09,A07,A02,A01,A04,Front Desk,HR-dummy,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,F,F,45-64,T,F
1,1,A08,A12,A11,A03,A05,A02,A07,A04,A01,A10,Front Desk,HR-dummy,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,F,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,Online System,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,45-64,F,T
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A01,A10,Online System,HR-dummy,Senior Partner,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,F,F,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A02,A07,A04,A01,Online System,HR-dummy,HR-pro,HR-dummy,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-dummy,F,T,45-64,F,T
1,1,A08,A12,A03,A11,A05,A09,A02,A07,A01,A04,Front Desk,HR-dummy,HR-pro,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,F,T,45-64,T,T
0,1,A08,A12,A11,A03,A06,A05,A07,A02,A01,A04,Online System,HR-dummy,HR-dummy,HR-pro,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,T,T,45-64,F,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A01,A10,Online System,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-dummy,HR-pro,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A01,A10,Online System,HR-dummy,HR-dummy,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,T,T,30-44,T,F
1,0,A08,A12,A11,A03,A05,A07,A09,A02,A01,A04,Online System,HR-dummy,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,F,T,45-64,T,T
1,1,A08,A12,A11,A03,A06,A05,A09,A07,A01,A04,Front Desk,HR-dummy,HR-dummy,HR-pro,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,T,T,45-64,F,T
0,1,A08,A12,A11,A03,A06,A05,A07,A09,A01,A04,Online System,HR-pro,HR-dummy,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,F,T,65+,F,F
1,1,A08,A12,A03,A11,A06,A05,A02,A07,A01,A04,Online System,HR-dummy,HR-pro,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,T,T,65+,F,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,Front Desk,HR-dummy,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-dummy,HR-pro,F,T,45-64,T,T
1,1,A08,A12,A11,A03,A06,A05,A02,A07,A09,A01,Online System,HR-pro,Senior Partner,HR-pro,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,F,F,45-64,F,T
0,0,A08,A12,A03,A11,A06,A05,A09,A07,A01,A04,Front Desk,HR-dummy,HR-pro,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,F,F,65+,T,F
1,1,A08,A12,A11,A03,A06,A05,A02,A07,A01,A04,Front Desk,HR-pro,HR-dummy,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,F,T,45-64,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A01,A04,A10,Front Desk,HR-pro,Senior Partner,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A04,A04,Front Desk,HR-pro,Senior Partner,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,T,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A07,A02,A09,A01,A01,Front Desk,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,Senior Partner,F,F,45-64,T,F
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A01,A04,Front Desk,HR-dummy,Senior Partner,HR-pro,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,F,F,65+,T,T
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A04,A01,Online System,HR-dummy,HR-dummy,HR-dummy,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,T,F,45-64,F,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A10,Online System,HR-pro,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,30-44,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A01,A04,A10,Front Desk,HR-pro,HR-pro,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,HR-pro,T,F,45-64,T,T
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A10,Online System,HR-pro,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,65+,T,F
1,1,A08,A12,A03,A11,A06,A05,A07,A09,A01,A04,Front Desk,HR-dummy,HR-dummy,Senior Partner,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,T,T,45-64,F,T
0,0,A08,A12,A03,A11,A06,A05,A09,A07,A01,A01,Online System,HR-dummy,HR-pro,HR-dummy,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,Senior Partner,F,T,65+,T,T
1,1,A08,A12,A11,A03,A05,A07,A02,A01,A04,A10,Front Desk,HR-dummy,Senior Partner,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,45-64,T,F
1,1,A08,A12,A03,A11,A06,A05,A07,A02,A09,A01,Front Desk,HR-dummy,HR-pro,Senior Partner,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,T,F,45-64,F,F
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A04,A10,Front Desk,HR-pro,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,F,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A01,A10,Online System,HR-dummy,HR-pro,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-dummy,HR-pro,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A02,A07,A04,A04,Front Desk,HR-dummy,HR-dummy,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,T,F,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A04,A01,Online System,HR-dummy,HR-dummy,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-dummy,T,T,45-64,T,F
0,0,A08,A12,A03,A11,A06,A05,A07,A09,A01,A01,Front Desk,HR-dummy,HR-pro,Senior Partner,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,Senior Partner,Senior Partner,T,T,30-44,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,Online System,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A06,A05,A02,A07,A04,A04,Online System,HR-pro,HR-dummy,HR-dummy,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,T,F,45-64,F,F
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A01,A10,Front Desk,HR-pro,Senior Partner,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,F,T,65+,T,F
1,1,A08,A12,A11,A03,A06,A05,A07,A02,A04,A04,Online System,HR-pro,Senior Partner,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,T,F,45-64,F,F
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A01,A10,Online System,HR-dummy,HR-pro,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,F,F,45-64,F,F
1,1,A08,A12,A11,A03,A05,A02,A09,A07,A04,A04,Online System,HR-dummy,Senior Partner,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,T,T,30-44,T,F
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A04,A10,Online System,HR-pro,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,F,F,30-44,T,T
1,1,A08,A12,A03,A11,A05,A07,A02,A01,A04,A10,Front Desk,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,HR-pro,T,F,45-64,F,T
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,Front Desk,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,F,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A07,A09,A02,A04,A04,Front Desk,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,T,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A01,A04,A10,Front Desk,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,HR-pro,T,F,45-64,T,F
1,1,A08,A12,A11,A03,A05,A09,A07,A04,A01,A10,Front Desk,HR-pro,HR-dummy,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,HR-pro,F,T,45-64,F,T
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A04,A01,Front Desk,HR-pro,HR-dummy,HR-dummy,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,Senior Partner,F,T,45-64,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A04,A04,A10,Online System,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,45-64,T,F
1,1,A08,A12,A11,A03,A05,A07,A02,A04,A04,A01,Front Desk,HR-dummy,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-dummy,F,T,45-64,T,T
1,1,A08,A12,A11,A03,A06,A05,A07,A09,A04,A04,Online System,HR-dummy,HR-dummy,HR-dummy,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,T,T,30-44,F,F
1,1,A08,A12,A03,A11,A05,A07,A09,A04,A04,A10,Front Desk,HR-dummy,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,T,45-64,F,F
1,0,A08,A12,A11,A03,A06,A05,A09,A07,A04,A01,Online System,HR-dummy,Senior Partner,HR-pro,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-dummy,F,T,45-64,F,F
1,1,A08,A12,A03,A11,A06,A05,A09,A07,A02,A04,Front Desk,HR-pro,HR-dummy,Senior Partner,deepResearch Inc.,Coding Interviewer,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,T,T,45-64,F,T
1,1,A08,A12,A03,A11,A05,A07,A09,A01,A04,A10,Online System,HR-pro,HR-dummy,Senior Partner,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,HR-pro,T,T,45-64,T,T
1,1,A08,A12,A11,A03,A05,A07,A09,A04,A04,A10,Online System,HR-pro,Senior Partner,HR-pro,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-pro and Senior Partner,HR-pro and Senior Partner,HR-pro,T,F,45-64,T,T
1,1,A08,A12,A03,A11,A05,A09,A07,A01,A04,A10,Online System,HR-pro,HR-dummy,HR-dummy,Coding Interviewer,Coding Interviewer,Coding Interviewer,HR-dummy,HR-pro and Senior Partner,HR-pro,T,T,30-44,T,T
